part,id,key,CN,EN,JP,VI_old,VI_new,HV_new,reason
part03,lang_multi_text.db||MultiText||ATYDZH_15_1,ATYDZH_15_1,勇士啊，请允许我报上自己的名字，我是见习角斗士，维比亚。,"Warrior, please allow me to introduce myself. I am Verbia, an apprentice Gladiator.",勇者よ、我が名を名乗ることをお許しください。私は見習いグラディエーター、ウィビアです。,"Hỡi dũng sĩ, xin cho phép ta được xưng danh, ta là Đấu Sĩ tập sự, Verbia.","Hỡi dũng sĩ, xin cho phép ta được xưng danh, ta là Đấu sĩ tập sự, Verbia.","Hỡi dũng sĩ, xin cho phép ta được xưng danh, ta là Đấu sĩ tập sự, Verbia.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_15_11,ATYDZH_15_11,勇士，如果有机会的话，请您代我向现任总督传讯：无名的角斗士维比亚向她致敬。,"Warrior, if you get the chance… please deliver a message to the current Ephor. The fameless Gladiator Verbia offers her deepest respect.",勇者よ、現総督に伝えてください。名もなきグラディエーター、ウィビアが、彼女に敬意を捧げると。,"Hỡi dũng sĩ, nếu có cơ hội, xin ngài thay ta truyền lời đến Ephor đương nhiệm: Đấu Sĩ vô danh Verbia kính chào ngài ấy.","Hỡi dũng sĩ, nếu có cơ hội, xin ngài thay ta truyền lời đến Ephor đương nhiệm: Đấu sĩ vô danh Verbia kính chào ngài ấy.","Hỡi dũng sĩ, nếu có cơ hội, xin ngài thay ta truyền lời đến Ephor đương nhiệm: Đấu sĩ vô danh Verbia kính chào ngài ấy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_15_5,ATYDZH_15_5,梅杜利乌斯以荣誉作为诱饵，将角斗士们的自相残杀当成佳肴，像他那般嗜血的贵族才是七丘真正不死的怪物。,"Medulius dangled ""glory"" like bait. He turned our slaughter into a feast. It's nobles like him, drunk on bloodshed, who are the real undying monsters of Septimont.",メテリウスは栄光を餌に、グラディエーター同士の殺し合いを楽しんでいます。彼のような血に飢えた貴族こそが、不死の怪物なのです。,"Medulius lấy vinh quang làm mồi nhử, biến cuộc tàn sát lẫn nhau giữa các Đấu Sĩ thành mỹ vị. Những kẻ quý tộc khát máu như hắn mới chính là những con quái vật bất tử thực sự của Septimont.","Medulius lấy vinh quang làm mồi nhử, biến cuộc tàn sát lẫn nhau giữa các Đấu sĩ thành mỹ vị. Những kẻ quý tộc khát máu như hắn mới chính là những con quái vật bất tử thực sự của Septimont.","Medulius lấy vinh quang làm mồi nhử, biến cuộc tàn sát lẫn nhau giữa các Đấu sĩ thành mỹ vị. Những kẻ quý tộc khát máu như hắn mới chính là những con quái vật bất tử thực sự của Septimont.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_15_9,ATYDZH_15_9,不仅血色竞技被废止，任何企图践踏角斗荣耀的人都会得到严惩，哪怕那个人是所谓的贵族。,"The Bloody Agon is no more. Anyone who disgraces the arena's honor, noble or not, will face justice.",血みどろの闘技が廃止されただけでなく、闘技の栄光を踏みにじろうとする者は、たとえ貴族であろうと厳罰に処される。,"Không chỉ Đấu Sĩ đẫm máu bị bãi bỏ, mà bất kỳ kẻ nào mưu toan chà đạp lên vinh quang của đấu sĩ đều sẽ bị nghiêm trị, cho dù kẻ đó là cái gọi là quý tộc đi nữa.","Không chỉ Đấu sĩ đẫm máu bị bãi bỏ, mà bất kỳ kẻ nào mưu toan chà đạp lên vinh quang của đấu sĩ đều sẽ bị nghiêm trị, cho dù kẻ đó là cái gọi là quý tộc đi nữa.","Không chỉ Đấu sĩ đẫm máu bị bãi bỏ, mà bất kỳ kẻ nào mưu toan chà đạp lên vinh quang của đấu sĩ đều sẽ bị nghiêm trị, cho dù kẻ đó là cái gọi là quý tộc đi nữa.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_16_11,ATYDZH_16_11,角斗士之间不应该有谎言，{PlayerName}大人。,"There should be no lies between Gladiators, {PlayerName}.",グラディエーターの間に嘘は不要だ、{PlayerName}。,"Giữa các Đấu Sĩ không nên có lời dối trá, ngài {PlayerName}.","Giữa các Đấu sĩ không nên có lời dối trá, ngài {PlayerName}.","Giữa các Đấu sĩ không nên có lời dối trá, ngài {PlayerName}.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_16_2,ATYDZH_16_2,无名的角斗士，{PlayerName}。,"{PlayerName}, the fameless Gladiator,",通りすがりのグラディエーター、{PlayerName}。,"Đấu Sĩ Vô Danh, {PlayerName}.","Đấu sĩ Vô Danh, {PlayerName}.","Đấu sĩ Vô Danh, {PlayerName}.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_16_3,ATYDZH_16_3,大角斗赛冠军，{PlayerName}。,"{PlayerName}, champion of the Great Agon.",闘技大会のチャンピオン、{PlayerName}。,"Quán Quân Đại Đấu Trường, {PlayerName}.","Quán quân Đại Đấu Trường, {PlayerName}.","Quán quân Đại Đấu Trường, {PlayerName}.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_21_7,ATYDZH_21_7,久负盛名的传奇角斗士奥卢斯宣布退役。他最后一战的对手是自己的女儿，也是他最得意的学生，维比亚。,"The day the legendary Gladiator Aulus announced his retirement and chose his final opponent—his own daughter, Verbia, the finest student he'd ever trained.",名高き伝説のグラディエーター、アウルスが引退を宣言した。最後の対戦相手に選ばれたのは、彼の娘であり、愛弟子でもあるウィビアだった。,"Đấu Sĩ huyền thoại lừng danh Aulus tuyên bố giải nghệ. Đối thủ trong trận đấu cuối cùng của ông chính là con gái mình, cũng là người học trò đắc ý nhất - Verbia.","Đấu sĩ huyền thoại lừng danh Aulus tuyên bố giải nghệ. Đối thủ trong trận đấu cuối cùng của ông chính là con gái mình, cũng là người học trò đắc ý nhất - Verbia.","Đấu sĩ huyền thoại lừng danh Aulus tuyên bố giải nghệ. Đối thủ trong trận đấu cuối cùng của ông chính là con gái mình, cũng là người học trò đắc ý nhất - Verbia.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_30_35,ATYDZH_30_35,听说这项工作由主座大人直接领导，如果可以亲自与他对话，说不定我的很多疑惑就能得到解答！,I hear it's overseen by the Primus himself. If I could speak with him directly… maybe I'd finally get some answers.,その仕事は主座様が直接指導されると聞きました。もし直接対話できるのであれば、私の疑問も解けるかもしれません！,"Nghe nói công việc này do đích thân ngài Chủ Tọa lãnh đạo, nếu có thể đích thân đối thoại với ngài ấy, biết đâu rất nhiều nghi hoặc của tôi có thể được giải đáp!","Nghe nói công việc này do đích thân ngài Chủ tọa lãnh đạo, nếu có thể đích thân đối thoại với ngài ấy, biết đâu rất nhiều nghi hoặc của tôi có thể được giải đáp!","Nghe nói công việc này do đích thân ngài Chủ tọa lãnh đạo, nếu có thể đích thân đối thoại với ngài ấy, biết đâu rất nhiều nghi hoặc của tôi có thể được giải đáp!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_1,ATYDZH_4_1,{PlayerName}大人，没想到竟然会在这与您重逢！这是岁主的指引还是，那个，您又听到我喊救命啦？,"Can't believe I'd run into you here! Did the Sentinel bring you, or... ahem, did you hear me calling for help?",{PlayerName}様、まさかここで再会できるなんて！これは歳主様のお導きでしょうか、それとも、あの、また私の声が聞こえたのですか？,"{PlayerName} Đại Nhân, không ngờ lại có thể trùng phùng với ngài ở nơi đây! Là sự dẫn dắt của Tuế Chủ hay là, à, ngài lại nghe thấy tiếng mình kêu cứu rồi?","{PlayerName} Đại nhân, không ngờ lại có thể trùng phùng với ngài ở nơi đây! Là sự dẫn dắt của Tuế Chủ hay là, à, ngài lại nghe thấy tiếng mình kêu cứu rồi?","{PlayerName} Đại nhân, không ngờ lại có thể trùng phùng với ngài ở nơi đây! Là sự dẫn dắt của Tuế Chủ hay là, à, ngài lại nghe thấy tiếng mình kêu cứu rồi?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_10,ATYDZH_4_10,没错，如您所见，我是一个即将被黑潮完全吞噬的人，或者说是一份“回响”更合适？,"Precisely. As you can see, this body won't hold much longer. At this point, I'm more Reverberation than man.",ご覧の通り、わしは間もなく黒潮に完全に呑み込まれる存在。「残響」と呼んだ方が適切かもしれません。,"Đúng vậy, như ngài đã thấy, ta là một kẻ sắp bị Hắc Triều nuốt chửng hoàn toàn, hay nói cách khác, gọi là một ""Tần Số"" thì có lẽ thích hợp hơn?","Đúng vậy, như ngài đã thấy, ta là một kẻ sắp bị Hắc Triều nuốt chửng hoàn toàn, hay nói cách khác, gọi là một ""Tần số"" thì có lẽ thích hợp hơn?","Đúng vậy, như ngài đã thấy, ta là một kẻ sắp bị Hắc Triều nuốt chửng hoàn toàn, hay nói cách khác, gọi là một ""Tần số"" thì có lẽ thích hợp hơn?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_13,ATYDZH_4_13,频率不会撒谎。,The frequency never lies.,周波数は嘘をつかない。,Tần Số không biết nói dối.,Tần số không biết nói dối.,Tần số không biết nói dối.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_18,ATYDZH_4_18,{PlayerName}大人……您是生气了吗……对不起。,W-was that wrong to say? I'm sorry…,{PlayerName}様……怒っていらっしゃるのですか……？申し訳ありません。,{PlayerName} Đại Nhân… ngài giận rồi sao… mình xin lỗi.,{PlayerName} Đại nhân… ngài giận rồi sao… mình xin lỗi.,{PlayerName} Đại nhân… ngài giận rồi sao… mình xin lỗi.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_20,ATYDZH_4_20,腐朽的贝壳里可能是珍珠也可能是烂肉，我完全能理解{PlayerName}大人对我的怀疑。,"I don't blame your suspicion, {PlayerName}. Corrupted shells can hide pearls or rot.",腐敗した貝殻であろうと、その中身が真珠か腐肉かは分かりませぬからな。,"Trong vỏ sò mục ruỗng có thể là ngọc trai mà cũng có thể là thịt thối, ta hoàn toàn có thể hiểu sự nghi ngờ của {PlayerName} Đại Nhân dành cho ta.","Trong vỏ sò mục ruỗng có thể là ngọc trai mà cũng có thể là thịt thối, ta hoàn toàn có thể hiểu sự nghi ngờ của {PlayerName} Đại nhân dành cho ta.","Trong vỏ sò mục ruỗng có thể là ngọc trai mà cũng có thể là thịt thối, ta hoàn toàn có thể hiểu sự nghi ngờ của {PlayerName} Đại nhân dành cho ta.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_31,ATYDZH_4_31,太久远了，{PlayerName}大人，潮水已经将我的记忆淘洗干净。,"It's been too long to recall, {Male=Sir;Female=Miss}. The Tide has scoured my memories clean.",遠い昔のことです、{PlayerName}様。潮はわしの記憶をすっかり洗い流してしまいました。,"Đã quá lâu rồi, {Male=Đại Nhân;Female=Tiểu Thư} {PlayerName}, triều nước đã gột rửa sạch ký ức của ta.","Đã quá lâu rồi, {Male=Đại nhân;Female=Tiểu Thư} {PlayerName}, triều nước đã gột rửa sạch ký ức của ta.","Đã quá lâu rồi, {Male=Đại nhân;Female=Tiểu Thư} {PlayerName}, triều nước đã gột rửa sạch ký ức của ta.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_33,ATYDZH_4_33,{PlayerName}大人，您追踪弗洛洛到这危险的哀恸谷中，是为了杀死她吗？,I see you've tracked her all the way to this valley. Are you here to end her?,{PlayerName}様、あなた様がフローヴァを追ってこの危険なモーンフェル・キャニオンまで来られたのは、彼女を殺すためですか？,"{PlayerName} Đại Nhân, ngài truy đuổi Phrolova đến tận Hẻm Núi Bi Thương nguy hiểm này, là để giết ả sao?","{PlayerName} Đại nhân, ngài truy đuổi Phrolova đến tận Hẻm Núi Bi Thương nguy hiểm này, là để giết ả sao?","{PlayerName} Đại nhân, ngài truy đuổi Phrolova đến tận Hẻm Núi Bi Thương nguy hiểm này, là để giết ả sao?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_38,ATYDZH_4_38,{PlayerName}大人，想要打开我身后的门，需要重新点亮深谷中的几盏灵炬，我这就领您过去。,"To open this gate, you'll need to relight the Lumenstones buried deep in the valley. I'll show you the way.",{PlayerName}様、わしの後ろにある門を開けるには、谷の奥にあるいくつかのスピリット・トーチを灯す必要があります。わしがご案内いたしましょう。,"{PlayerName} Đại Nhân, muốn mở được cánh cổng phía sau ta, cần phải thắp sáng lại mấy ngọn Lumenstones trong thung sâu, ta sẽ dẫn ngài đến đó ngay.","{PlayerName} Đại nhân, muốn mở được cánh cổng phía sau ta, cần phải thắp sáng lại mấy ngọn Lumenstones trong thung sâu, ta sẽ dẫn ngài đến đó ngay.","{PlayerName} Đại nhân, muốn mở được cánh cổng phía sau ta, cần phải thắp sáng lại mấy ngọn Lumenstones trong thung sâu, ta sẽ dẫn ngài đến đó ngay.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_4_6,ATYDZH_4_6,伊诺尔小姐，这位就是您一直提及的{PlayerName}大人吗？,"Miss Lenore, is this the {PlayerName} you've been going on about?",エノル様、この方がずっとお話しされていた{PlayerName}様ですか。,"Tiểu thư Lenore, vị này chính là {PlayerName} Đại Nhân mà cô luôn nhắc đến sao?","Tiểu thư Lenore, vị này chính là {PlayerName} Đại nhân mà cô luôn nhắc đến sao?","Tiểu thư Lenore, vị này chính là {PlayerName} Đại nhân mà cô luôn nhắc đến sao?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_5_1,ATYDZH_5_1,{PlayerName}大人！,"Oh, {PlayerName}!",{PlayerName}様！,{PlayerName} Đại Nhân!,{PlayerName} Đại nhân!,{PlayerName} Đại nhân!,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_5_19,ATYDZH_5_19,{PlayerName}大人，无论是岁主的指引还是命运的垂怜，我真的非常开心您能再次出现在我面前！,"Whether it's the Sentinel's guidance or fate's gift, I'm truly glad to see you again, {PlayerName}!",{PlayerName}様、歳主様のお導きであれ、運命の憐れみであれ、あなた様が再び私の前に現れてくださったこと、本当に嬉しく思います！,"{PlayerName} Đại Nhân, dù là sự dẫn dắt của Tuế Chủ hay là sự thương mến của số phận, mình thật sự rất vui khi ngài có thể xuất hiện trước mặt mình một lần nữa!","{PlayerName} Đại nhân, dù là sự dẫn dắt của Tuế Chủ hay là sự thương mến của số phận, mình thật sự rất vui khi ngài có thể xuất hiện trước mặt mình một lần nữa!","{PlayerName} Đại nhân, dù là sự dẫn dắt của Tuế Chủ hay là sự thương mến của số phận, mình thật sự rất vui khi ngài có thể xuất hiện trước mặt mình một lần nữa!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_6_2,ATYDZH_6_2,没问题的，{PlayerName}大人一定可以的！,"Don't worry, {PlayerName} can handle it!",{PlayerName}様ならきっとできます！,"Không sao đâu, {PlayerName} Đại Nhân nhất định sẽ làm được!","Không sao đâu, {PlayerName} Đại nhân nhất định sẽ làm được!","Không sao đâu, {PlayerName} Đại nhân nhất định sẽ làm được!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_7_2,ATYDZH_7_2,维比亚角斗士，我们正在狩猎中。,"Gladiator Verbia, we're in the middle of a hunt.",グラディエーターウィビア、今は狩猟の最中だ。,"Đấu Sĩ Verbia, chúng ta đang trong cuộc đi săn.","Đấu sĩ Verbia, chúng ta đang trong cuộc đi săn.","Đấu sĩ Verbia, chúng ta đang trong cuộc đi săn.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_7_4,ATYDZH_7_4,维比亚，角斗士的耻辱不会随伤口愈合，而是要靠战斗洗刷。,"Verbia, a Gladiator's shame isn't worn on the skin. It's carried in silence… unless washed away in blood.",ウィビア、グラディエーターの恥が自ずと癒えることはない。それを洗い落とすことができるのは戦いのみだ。,"Verbia, nỗi nhục của Đấu Sĩ không tự lành theo vết thương, mà phải dựa vào chiến đấu để gột rửa.","Verbia, nỗi nhục của Đấu sĩ không tự lành theo vết thương, mà phải dựa vào chiến đấu để gột rửa.","Verbia, nỗi nhục của Đấu sĩ không tự lành theo vết thương, mà phải dựa vào chiến đấu để gột rửa.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_17,ATYDZH_9_17,那你为什么手下留情？为什么没有杀死那个角斗士？为什么要玷污那神圣的角斗场？,Then why did you hesitate? Why did you spare your opponent? Why did you disgrace the arena of glory?,ならばなぜ手加減した？なぜあのグラディエーターを殺さなかった？なぜ神聖なる闘技場を汚した？,Vậy tại sao con lại nương tay? Tại sao không giết chết tên Đấu Sĩ đó? Tại sao lại làm vấy bẩn đấu trường thiêng liêng ấy?,Vậy tại sao con lại nương tay? Tại sao không giết chết tên Đấu sĩ đó? Tại sao lại làm vấy bẩn đấu trường thiêng liêng ấy?,Vậy tại sao con lại nương tay? Tại sao không giết chết tên Đấu sĩ đó? Tại sao lại làm vấy bẩn đấu trường thiêng liêng ấy?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_18,ATYDZH_9_18,因为那个角斗士是您！,Because my opponent... was you!,それは、相手があなただったからです！,Bởi vì tên Đấu Sĩ đó chính là người!,Bởi vì tên Đấu sĩ đó chính là người!,Bởi vì tên Đấu sĩ đó chính là người!,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_20,ATYDZH_9_20,维比亚，我的维比亚，角斗士的荣誉是观众在赛场上赐予的，那天的观众准备好了，那天的赛场也准备好了。,"Verbia, my dear Verbia. A Gladiator's glory is not their own. It's given by the crowd. That day, they were ready. The arena was ready.",ウィビア。グラディエーターの栄光は観客あってのものだ。あの日、観客も闘技場も準備ができていた。,"Verbia, Verbia của ta, vinh quang của Đấu Sĩ là do khán giả ban tặng trên đấu trường. Hôm đó khán giả đã sẵn sàng, đấu trường hôm đó cũng đã sẵn sàng.","Verbia, Verbia của ta, vinh quang của Đấu sĩ là do khán giả ban tặng trên đấu trường. Hôm đó khán giả đã sẵn sàng, đấu trường hôm đó cũng đã sẵn sàng.","Verbia, Verbia của ta, vinh quang của Đấu sĩ là do khán giả ban tặng trên đấu trường. Hôm đó khán giả đã sẵn sàng, đấu trường hôm đó cũng đã sẵn sàng.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_3,ATYDZH_9_3,……老师……父亲。维比亚，无论我教多少次，你永远缺乏作为一名角斗士的自觉。,"…Coach... Father. Aulus. Doesn't matter what you call me. No matter how hard I trained you, you never made it as a real Gladiator.",……師匠……父上……ウィビア、お前には何度も教えているはずだが、まだグラディエーターとしての自覚が欠けている。,"……Thầy……phụ thân. Verbia, dù ta dạy bao nhiêu lần, con vẫn luôn thiếu ý thức tự giác của một Đấu Sĩ.","……Thầy……phụ thân. Verbia, dù ta dạy bao nhiêu lần, con vẫn luôn thiếu ý thức tự giác của một Đấu sĩ.","……Thầy……phụ thân. Verbia, dù ta dạy bao nhiêu lần, con vẫn luôn thiếu ý thức tự giác của một Đấu sĩ.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_7,ATYDZH_9_7,角斗士之间不会说对不起。,Gladiators don't say sorry.,グラディエーター同士でそんな言葉は使わない。,Giữa các Đấu Sĩ không có chuyện nói xin lỗi.,Giữa các Đấu sĩ không có chuyện nói xin lỗi.,Giữa các Đấu sĩ không có chuyện nói xin lỗi.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||ATYDZH_9_9,ATYDZH_9_9,角斗士，用武器和声，与死亡共舞。为荣耀而生，为荣耀而死。,We speak with steel. We dance with death. We live and fall for glory.,グラディエーターは武器と咆哮をもって、死と踊る。栄光のために生き、そして栄光のために死ぬ。,"Đấu Sĩ, dùng vũ khí và tiếng thét, khiêu vũ cùng cái chết. Sống vì vinh quang, chết vì vinh quang.","Đấu sĩ, dùng vũ khí và tiếng thét, khiêu vũ cùng cái chết. Sống vì vinh quang, chết vì vinh quang.","Đấu sĩ, dùng vũ khí và tiếng thét, khiêu vũ cùng cái chết. Sống vì vinh quang, chết vì vinh quang.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_1_1,AYJJSD_1_1,{PlayerName}同学最近在做什么，有空来黯原一趟吗？,"{PlayerName}, what are you up to? Busy? If you've got a sec, you should swing by the Dimmr Plains.",{PlayerName}さん、最近はいかがお過ごしですか？もしお時間がありましたら、是非ディマー・プレーンズにいらしてください！,"{PlayerName} dạo này đang làm gì vậy, có rảnh ghé qua Đồng Bằng Dimmr một chuyến không?","{PlayerName} dạo này đang làm gì vậy, có rảnh ghé qua Dimmr Plains một chuyến không?","{PlayerName} dạo này đang làm gì vậy, có rảnh ghé qua Dimmr Plains một chuyến không?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_1_2,AYJJSD_1_2,作为距离隧门最近的区域，黯原的整体鸣式浓度也已降至安全阈值，学院将展开名为「拓光计划」的科考勘探活动。,"It's the closest sector to the Stridergate, so the Threnodian markers took a while to drop to safety thresholds. Now the Academy is officially greenlighting the Lumen Initiative.",ストライダーゲートに最も近いエリアですが、全体のヴォイドマター濃度はすでに安全なレベルまで低下しています。そこで学園は、『光路開拓計画』というフィールドワークおよび調査活動を実施する予定なのです。,"Là khu vực gần Đường Hầm nhất, nồng độ Minh Thức tổng thể ở Đồng Bằng Dimmr cũng đã hạ xuống ngưỡng an toàn, Học viện sắp triển khai hoạt động khảo sát thăm dò mang tên ""Kế Hoạch Tiên Phong"".","Là khu vực gần Đường Hầm nhất, nồng độ Minh Thức tổng thể ở Dimmr Plains cũng đã hạ xuống ngưỡng an toàn, Học viện sắp triển khai hoạt động khảo sát thăm dò mang tên ""Kế Hoạch Tiên Phong"".","Là khu vực gần Đường Hầm nhất, nồng độ Minh Thức tổng thể ở Dimmr Plains cũng đã hạ xuống ngưỡng an toàn, Học viện sắp triển khai hoạt động khảo sát thăm dò mang tên ""Kế Hoạch Tiên Phong"".",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_1_3,AYJJSD_1_3,许多在决战中受伤的师生需要休养，目前报名参加的人数还差一些。黯原区域的生态非常独特，你有兴趣来看看吗？,"Thing is, a lot of the faculty are still recovering after the last battle. We're short-staffed, you know how it is. But the Dimmr Plains does have fascinating ecology. So, can I tempt you to join?",この前の戦いで、休養を必要としている教員や学生が多いため、現在のところ参加枠に少し空きができてしまいました。ディマー・プレーンズの生態系は非常に独特ですので、見学がてら、参加してみませんか？,"Nhiều giáo viên và học sinh bị thương trong trận quyết chiến cần được nghỉ ngơi, hiện tại số người đăng ký tham gia vẫn còn thiếu. Hệ sinh thái khu vực Đồng Bằng Dimmr rất đặc biệt, có hứng thú đến xem thử không?","Nhiều giáo viên và học sinh bị thương trong trận quyết chiến cần được nghỉ ngơi, hiện tại số người đăng ký tham gia vẫn còn thiếu. Hệ sinh thái khu vực Dimmr Plains rất đặc biệt, có hứng thú đến xem thử không?","Nhiều giáo viên và học sinh bị thương trong trận quyết chiến cần được nghỉ ngơi, hiện tại số người đăng ký tham gia vẫn còn thiếu. Hệ sinh thái khu vực Dimmr Plains rất đặc biệt, có hứng thú đến xem thử không?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_6_5,AYJJSD_6_5,牧者和日灵们也来黯原了吗？,So Shepherds and Soliskin come to the Dimmr Plains too?,{Male=牧者や精霊たちも、ディマー・プレーンズに来ていたのか？;Female=牧者や精霊たちも、ディマー・プレーンズに来ていたの？},Mục Giả và các Nhật Linh cũng đến Đồng Bằng Dimmr sao?,Mục Giả và các Nhật Linh cũng đến Dimmr Plains sao?,Mục Giả và các Nhật Linh cũng đến Dimmr Plains sao?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_6_8,AYJJSD_6_8,黯原区域环境特殊，引日殿应允了星炬学院的申请，派出许多牧者和日灵配合勘探和试验，我们也算是这次科考计划的成员。,"The environment here... unique it is. The Solisylum granted the Academy's request. So many of us, Shepherds and Soliskin, came to help. Surveys. Experiments. One big expedition team, we are now.",ディマー・プレーンズは特殊な環境なので、スタートーチ学園からの申請を<ano=太陽の聖殿>ソリサイルム</ano>が承諾し、調査や実験に協力するために、多くの牧者と太陽の精霊が派遣されたんです。私たちも、今回のフィールドワークのメンバーなんですよ。,"Khu vực Đồng Bằng Dimmr có môi trường đặc biệt, Solisylum đã chấp thuận đơn xin của Học viện Startorch, phái rất nhiều Mục Giả và Nhật Linh đến phối hợp thăm dò và thí nghiệm, chúng ta cũng coi như là thành viên của kế hoạch khảo sát khoa học lần này.","Khu vực Dimmr Plains có môi trường đặc biệt, Solisylum đã chấp thuận đơn xin của Học viện Startorch, phái rất nhiều Mục Giả và Nhật Linh đến phối hợp thăm dò và thí nghiệm, chúng ta cũng coi như là thành viên của kế hoạch khảo sát khoa học lần này.","Khu vực Dimmr Plains có môi trường đặc biệt, Solisylum đã chấp thuận đơn xin của Học viện Startorch, phái rất nhiều Mục Giả và Nhật Linh đến phối hợp thăm dò và thí nghiệm, chúng ta cũng coi như là thành viên của kế hoạch khảo sát khoa học lần này.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||AYJJSD_9_11,AYJJSD_9_11,关于科考活动的酬劳？,About the expedition rewards?,{Male=フィールドワークの報酬はどうなってる？;Female=フィールドワークの報酬はどうなってるの？},Về tiền thù lao của đợt Khảo Sát Khoa Học?,Về tiền thù lao của đợt Khảo Sát Khoa học?,Về tiền thù lao của đợt Khảo Sát Khoa học?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
