=== BÁO CÁO CÁC LỖI FORMAT/BIẾN THẬT SỰ CẦN FIX (285 LỖI) ===

@@ lang_confirmbox.db||ConfirmBox||165
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 12 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 2.
<size=10></size>
Tiêu hao ít nhất 600 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Ở lần <color=Highlight>Huyên Vũ</color> thứ 1, nhân vật ra sân trong đội gần đó bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> nhận hiệu quả bổ sung: khi thi triển Kỹ Năng Diên Tấu, giúp nhân vật tiếp theo nhận hiệu quả: khi bản thân tiêu hao tầng hiệu ứng bất thường của kẻ địch thông qua kỹ năng đánh trúng, tấn công tăng: khi hiệu suất cộng hưởng của Tuệ Tuệ lớn hơn {5}, cứ mỗi {6} hiệu suất cộng hưởng vượt qua được tính là {7} tăng tấn công, tối đa {8}, kéo dài {9} giây, nhân vật đó bị xóa tất cả hiệu quả khi ra sân đủ 14 giây, nếu đổi sang nhân vật khác thì hiệu quả này kết thúc sớm.
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 18 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 3.
<size=10></size>
<size=40><color=Title>Huyên Vũ</color></size>
Mỗi lần thực hiện <color=Highlight>Huyên Vũ</color>, giúp tất cả nhân vật trong đội gần đó nhận <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> trong 6 giây, thêm một tầng <color=Highlight>【<te href=850010>Hiệu Ứng Sương Giá</te>】</color> cho mục tiêu địch bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>, hồi HP cho nhân vật ra sân trong đội gần đó bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>.

@@ lang_multi_text.db||MultiText||Skill_1005709_MultiSkillDescribe
# Lỗi: Thiếu/thừa biến: Gốc có ['{0}', '{10}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}', '{9}'] nhưng Dịch có ['{0}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}', '{9}']
# Gốc Trung: 队伍中的角色全伤害加深{0}，持续30秒。
<size=10></size>
施放时，若当前场上存在<color=Highlight><te href=111003>山河水境</te></color>，则穗穗进入<color=Highlight><te href=111004>仙游碧落</te></color>状态。
施放时，消耗所有<color=Highlight>【<te href=111008>芳菲信</te>】</color>，且根据消耗的<color=Highlight>【<te href=111008>芳菲信</te>】</color>解锁以下效果：
<size=10></size>
消耗至少0点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·附近队伍中所有角色获得6秒的<color=Highlight><te href=111009>重明照影</te></color>。持有<color=Highlight><te href=111009>重明照影</te></color>的角色抗打断提升。
<size=10></size>
消耗至少200点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第1次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
消耗至少400点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·本次<color=Highlight><te href=111004>仙游碧落</te></color>状态期间，<color=Highlight><te href=111003>山河水境</te></color>内登场角色获得额外效果：若持有<color=Highlight><te href=111009>重明照影</te></color>，则造成的伤害提升：穗穗自身共鸣效率大于{1}时，每超过{2}的共鸣效率计算为{3}的伤害提升，上限{4}。
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第2次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
消耗至少600点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·第1次<color=Highlight><te href=111010>翾舞</te></color>时，<color=Highlight><te href=111003>山河水境</te></color>内附近队伍中登场角色在穗穗本次<color=Highlight><te href=111004>仙游碧落</te></color>期间获得额外效果：下一次施放延奏技能时，穗穗使下一个登场角色获得<color=Highlight><te href=111011>烟岚</te></color>，持续14秒。持有<color=Highlight><te href=111011>烟岚</te></color>的角色消耗目标<color=Highlight>【<te href=850180>异常效应</te>】</color>或<color=Highlight>【<te href=150806>电磁爆发</te>】</color>层数后，攻击提升：穗穗自身共鸣效率大于{5}时，每超过{6}的共鸣效率计算为{7}的攻击提升，上限{8}，持续{9}秒，<color=Highlight><te href=111011>烟岚</te></color>被移除时移除攻击提升效果，若切换至其他角色则提前移除<color=Highlight><te href=111011>烟岚</te></color>。
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第3次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
<size=40><color=Title>仙游碧落</color></size>
持续{10}秒。
<color=Highlight><te href=111004>仙游碧落</te></color>状态期间，<color=Highlight>凝露</color>会代替穗穗依附于<color=Highlight><te href=111003>山河水境</te></color>之上进行飞仙演舞，并根据穗穗施放<color=Highlight>延奏技能·渌水盈盈</color>时消耗的<color=Highlight>【<te href=111008>芳菲信</te>】</color>，每隔一定时间进行一次<color=Highlight><te href=111010>翾舞</te></color>。
<color=Highlight><te href=111003>山河水境</te></color>不存在时，退出<color=Highlight><te href=111004>仙游碧落</te></color>状态。
<size=10></size>
<size=40><color=Title>翾舞</color></size>
每次进行<color=Highlight><te href=111010>翾舞</te></color>时，使附近队伍中所有角色获得6秒的<color=Highlight><te href=111009>重明照影</te></color>，为<color=Highlight><te href=111003>山河水境</te></color>内敌方目标附加一层<color=Highlight>【<te href=850010>霜渐效应</te>】</color>，为<color=Highlight><te href=111003>山河水境</te></color>内附近队伍中登场角色回复生命值。
# Hiện tại : Nhân vật trong đội khuếch đại toàn bộ sát thương {0}, kéo dài 30 giây.
<size=10></size>
Thoát khỏi <color=Highlight><te href=111006>Trạc Vũ Thời</te></color>, và tiêu hao toàn bộ <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>, nếu hiện tại trên sân tồn tại <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>, thì Tuệ Tuệ tiến vào trạng thái <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color>, và dựa theo <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color> đã tiêu hao mở khóa các hiệu quả sau:
<size=10></size>
Tiêu hao ít nhất 0 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Tất cả nhân vật trong đội gần đó nhận <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> trong 6 giây. Nhân vật sở hữu <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> tăng kháng gián đoạn.
<size=10></size>
Tiêu hao ít nhất 200 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 6 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 1.
<size=10></size>
Tiêu hao ít nhất 400 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Nhân vật ra sân trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> nhận hiệu quả bổ sung: nếu sở hữu <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color>, thì sát thương gây ra tăng: khi hiệu suất cộng hưởng của Tuệ Tuệ lớn hơn {1}, cứ mỗi {2} hiệu suất cộng hưởng vượt qua được tính là {3} tăng sát thương, tối đa {4}.
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 12 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 2.
<size=10></size>
Tiêu hao ít nhất 600 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Ở lần <color=Highlight>Huyên Vũ</color> thứ 1, nhân vật ra sân trong đội gần đó bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> nhận hiệu quả bổ sung: khi thi triển Kỹ Năng Diên Tấu, giúp nhân vật tiếp theo nhận hiệu quả: khi bản thân tiêu hao tầng hiệu ứng bất thường của kẻ địch thông qua kỹ năng đánh trúng, tấn công tăng: khi hiệu suất cộng hưởng của Tuệ Tuệ lớn hơn {5}, cứ mỗi {6} hiệu suất cộng hưởng vượt qua được tính là {7} tăng tấn công, tối đa {8}, kéo dài {9} giây, nhân vật đó bị xóa tất cả hiệu quả khi ra sân đủ 14 giây, nếu đổi sang nhân vật khác thì hiệu quả này kết thúc sớm.
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 18 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 3.
<size=10></size>
<size=40><color=Title>Huyên Vũ</color></size>
Mỗi lần thực hiện <color=Highlight>Huyên Vũ</color>, giúp tất cả nhân vật trong đội gần đó nhận <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> trong 6 giây, thêm một tầng <color=Highlight>【<te href=850010>Hiệu Ứng Sương Giá</te>】</color> cho mục tiêu địch bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>, hồi HP cho nhân vật ra sân trong đội gần đó bên trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>.

@@ lang_multi_text.db||MultiText||Skill_1006007_SkillDescribe
# Lỗi: Thiếu/thừa biến: Gốc có ['{0}', '{10}', '{11}', '{12}', '{13}', '{14}', '{15}', '{16}', '{17}', '{18}', '{19}', '{1}', '{20}', '{21}', '{22}', '{23}', '{24}', '{25}', '{26}', '{27}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{9}'] nhưng Dịch có ['{0}', '{10}', '{11}', '{12}', '{13}', '{14}', '{15}', '{16}', '{17}', '{18}', '{19}', '{1}', '{20}', '{21}', '{22}', '{23}', '{24}', '{25}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{9}']
# Gốc Trung: <size=40><color=Title>共鸣技能·剑式流转·苍</color></size>
秧秧·玄翎默认处于<color=Highlight>苍剑式</color>，<color=Highlight>【<te href=161001>流响</te>】</color>耗尽时，若处于<color=Highlight>羽剑式</color>，<color=Highlight>共鸣技能·羽拭苍锋</color>替换为<color=Highlight>共鸣技能·剑式流转·苍</color>。
短按共鸣技能，会切换至<color=Highlight>苍剑式</color>，并施放<color=Highlight>共鸣技能·剑式流转·苍</color>，造成<color=Dark>湮灭伤害</color>，回复{0}点<color=Highlight>【<te href=161001>流响</te>】</color>和{1}点<color=Highlight>【<te href=161002>苍翎</te>】</color>，此次伤害为<color=Highlight>重击伤害</color>。
<color=Highlight>共鸣技能·剑式流转·苍</color>命中目标时，消耗目标{2}层<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
施放<color=Highlight>共鸣技能·剑式流转·苍</color>后，一定时间内将不会重置连段。若施放<color=Highlight>共鸣技能·剑式流转·苍</color>打断<color=Highlight>普攻·羽剑式</color>连段，则会召唤<color=Highlight>声之幻身</color>完成当前攻击，造成固定<color=Dark>湮灭伤害</color>，此次伤害为<color=Highlight>普攻伤害</color>，该次攻击造成的伤害不受伤害加成影响，且无法对目标附加<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
施放该技能一定时间内可以触发成功闪避，触发成功闪避时消耗{3}点<color=Highlight>【<te href=161001>流响</te>】</color>。
<size=10></size>
<size=40><color=Title>共鸣技能·剑式流转·羽</color></size>
<color=Highlight>【<te href=161001>流响</te>】</color>耗尽时，若处于<color=Highlight>苍剑式</color>，<color=Highlight>共鸣技能·羽拭苍锋</color>替换为<color=Highlight>共鸣技能·剑式流转·羽</color>。
短按共鸣技能，会切换至<color=Highlight>羽剑式</color>，并施放<color=Highlight>共鸣技能·剑式流转·羽</color>，造成<color=Dark>湮灭伤害</color>，回复{4}点<color=Highlight>【<te href=161001>流响</te>】</color>和{5}点<color=Highlight>【<te href=161002>苍翎</te>】</color>，此次伤害为<color=Highlight>重击伤害</color>。
<color=Highlight>共鸣技能·剑式流转·羽</color>命中目标时，消耗目标{6}层<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
施放<color=Highlight>共鸣技能·剑式流转·羽</color>后，一定时间内将不会重置连段。若施放<color=Highlight>共鸣技能·剑式流转·羽</color>打断<color=Highlight>普攻·苍剑式</color>连段，则会召唤<color=Highlight>声之幻身</color>完成当前攻击，造成固定<color=Dark>湮灭伤害</color>，此次伤害为<color=Highlight>普攻伤害</color>，该次攻击造成的伤害不受伤害加成影响，且无法对目标附加<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
施放该技能一定时间内可以触发成功闪避，触发成功闪避时消耗{7}点<color=Highlight>【<te href=161001>流响</te>】</color>。
<size=10></size>
<size=40><color=Title>重击·苍剑式</color></size>
<color=Highlight>【<te href=161002>苍翎</te>】</color>回复至上限时，若处于<color=Highlight>苍剑式</color>，长按普攻消耗所有<color=Highlight>【<te href=161002>苍翎</te>】</color>，消耗耐力施放<color=Highlight>重击·苍剑式</color>，生成巨大气旋攻击前方，造成<color=Dark>湮灭伤害</color>，此次伤害为<color=Highlight>重击伤害</color>。
施放<color=Highlight>重击·苍剑式</color>时，获得<color=Highlight>【<te href=161003>绝息</te>】</color>，秧秧·玄翎为队伍中登场角色时，此次<color=Highlight>重击·苍剑式</color>暴击伤害提升{9}；<color=Highlight>重击·苍剑式</color>结束时移除<color=Highlight>【<te href=161003>绝息</te>】</color>，每{10}秒仅可获得1次<color=Highlight>【<te href=161003>绝息</te>】</color>。
<color=Highlight>重击·苍剑式</color>会为命中的目标附加{11}层<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
<size=10></size>
<size=40><color=Title>重击·羽剑式</color></size>
<color=Highlight>【<te href=161002>苍翎</te>】</color>回复至上限时，若处于<color=Highlight>羽剑式</color>且不处于<color=Highlight>普攻·湮象风华</color>连段，并且处于地面时，长按普攻消耗耐力施放<color=Highlight>重击·羽剑式</color>，造成<color=Dark>湮灭伤害</color>，命中目标后将自动施放<color=Highlight>空中攻击·释羽风落</color>。
施放<color=Highlight>重击·羽剑式</color>时，获得<color=Highlight>【<te href=161004>流岚</te>】</color>，<color=Highlight>【<te href=161004>流岚</te>】</color>持续{12}秒，秧秧·玄翎为队伍中登场角色时，此次<color=Highlight>重击·羽剑式</color>、<color=Highlight>空中攻击·释羽风落</color>、<color=Highlight>普攻·湮象风华</color>、<color=Highlight>闪避反击·湮象风华</color>暴击伤害提升{13}；<color=Highlight>普攻·湮象风华</color>第3段或<color=Highlight>闪避反击·湮象风华</color>第3段结束时移除<color=Highlight>【<te href=161004>流岚</te>】</color>，每{14}秒仅可获得1次<color=Highlight>【<te href=161004>流岚</te>】</color>。
<color=Highlight>重击·羽剑式</color>会为命中的目标附加{15}层<color=Highlight>【<te href=850012>虚湮效应</te>】</color>。
<size=10></size>
<size=40><color=Title>空中攻击·释羽风落</color></size> 
<color=Highlight>【<te href=161002>苍翎</te>】</color>回复至上限时，若处于<color=Highlight>羽剑式</color>并且处于空中时，<color=Highlight>空中攻击·羽剑式</color>替换为<color=Highlight>空中攻击·释羽风落</color>。
短按普攻或长按普攻消耗所有<color=Highlight>【<te href=161002>苍翎</te>】</color>，消耗耐力并施放<color=Highlight>空中攻击·释羽风落</color>，造成<color=Dark>湮灭伤害</color>，此次伤害为<color=Highlight>重击伤害</color>。施放<color=Highlight>空中攻击·释羽风落</color>时，进入<color=Highlight>聆风祀声</color>，持续{16}秒。
<size=10></size>
<size=40><color=Title>聆风祀声</color></size>
处于<color=Highlight>羽剑式</color>时，<color=Highlight>普攻·羽剑式</color>替换为<color=Highlight>普攻·湮象风华</color>，进行最多3段的连续攻击，造成<color=Dark>湮灭伤害</color>，此次伤害为<color=Highlight>重击伤害</color>。
<color=Highlight>普攻·湮象风华</color>第2、3段可在低空施放，施放第3段后退出<color=Highlight>普攻·湮象风华</color>，该连击段数不会被重置。
<color=Highlight>聆风祀声</color>期间，施放闪避反击，视为施放<color=Highlight>普攻·湮象风华</color>连段。
<size=10></size>
<size=40><color=Title>羽誓</color></size>
附近队伍中的角色对目标附加<color=Highlight>【<te href=850012>虚湮效应</te>】</color>时，秧秧·玄翎获得1层<color=Highlight>羽誓</color>，持续{17}秒，<color=Highlight>羽誓</color>获得间隔{18}秒，最多叠加{19}层，秧秧·玄翎为队伍中登场角色时，每层使<color=Highlight>重击·苍剑式</color>、<color=Highlight>重击·羽剑式</color>、<color=Highlight>空中攻击·释羽风落</color>、<color=Highlight>普攻·湮象风华</color>、<color=Highlight>闪避反击·湮象风华</color>的暴击伤害提升{20}，至多提升{21}。
<size=10></size>
<size=40><color=Title>迭音</color></size>
秧秧·玄翎的<color=Highlight>普攻·苍剑式</color>第4段、<color=Highlight>普攻·羽剑式</color>第4段、<color=Highlight>重击·苍剑式</color>、<color=Highlight>重击·羽剑式</color>命中目标前，记录一定范围内的目标被附加的<color=Highlight>【<te href=850012>虚湮效应</te>】</color>最高层数，一定时间后复制到范围内的所有目标身上。
<size=10></size>
<size=40><color=Title>【流响】获取规则</color></size>
<color=Highlight>【<te href=161001>流响</te>】</color>上限{22}点。
施放<color=Highlight>共鸣技能·剑式流转·苍</color>、<color=Highlight>共鸣技能·剑式流转·羽</color>时回复{23}点<color=Highlight>【<te href=161001>流响</te>】</color>。
施放共鸣解放<color=Highlight>裁羽寂万音</color>消耗所有<color=Highlight>【<te href=161001>流响</te>】</color>。
施放<color=Highlight>常态攻击</color>造成伤害，并消耗<color=Highlight>【<te href=161001>流响</te>】</color>。
施放<color=Highlight>共鸣技能·剑式切换·苍</color>、<color=Highlight>共鸣技能·剑式切换·羽</color>、<color=Highlight>共鸣技能·剑式流转·苍</color>、<color=Highlight>共鸣技能·剑式流转·羽</color>一定时间内可以触发成功闪避，触发成功闪避时消耗{24}点<color=Highlight>【<te href=161001>流响</te>】</color>。
<size=10></size>
<size=40><color=Title>【苍翎】获取规则</color></size>
<color=Highlight>【<te href=161002>苍翎</te>】</color>上限{25}点。
施放<color=Highlight>共鸣技能·剑式流转·苍</color>、<color=Highlight>共鸣技能·剑式流转·羽</color>、<color=Highlight>变奏技能·羽挟苍空</color>时回复{26}点<color=Highlight>【<te href=161002>苍翎</te>】</color>。
施放<color=Highlight>共鸣解放·裁羽寂万音</color>时回复{27}点<color=Highlight>【<te href=161002>苍翎</te>】</color>。
施放<color=Highlight>重击·苍剑式</color>、<color=Highlight>空中攻击·释羽风落</color>消耗所有<color=Highlight>【<te href=161002>苍翎</te>】</color>。
# Hiện tại : <size=40><color=Title>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color></size>
Ương Ương: Xuanling mặc định ở <color=Highlight>Thương Kiếm Thức</color>, khi <color=Highlight>【Lưu Hưởng】</color> dùng cạn, nếu ở <color=Highlight>Vũ Kiếm Thức</color>, <color=Highlight>Kỹ Năng Cộng Hưởng·Vũ Thức Thương Phong</color> được thay bằng <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color>.
Nhấn nhanh Kỹ Năng Cộng Hưởng, thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color>, gây <color=Dark>sát thương Hủy Diệt</color>, hồi {0} điểm <color=Highlight>【Lưu Hưởng】</color> và {1} điểm <color=Highlight>【Thương Linh】</color>, sát thương lần này là <color=Highlight>sát thương Đánh Mạnh</color>.
Khi <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color> đánh trúng mục tiêu, tiêu hao {2} tầng <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> của mục tiêu.
Sau khi thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color>, trong một khoảng thời gian sẽ không đặt lại chuỗi liên đòn. Nếu thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Thương</color> cắt ngang chuỗi liên đòn <color=Highlight>Đánh Thường·Vũ Kiếm Thức</color>, thì sẽ triệu hồi <color=Highlight>Thanh Chi Ảo Thân</color> hoàn thành đòn tấn công hiện tại, gây <color=Dark>sát thương Hủy Diệt</color> cố định, sát thương lần này là <color=Highlight>sát thương đánh thường</color>, sát thương của đòn tấn công này không chịu ảnh hưởng của tăng sát thương, và không thể thêm <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> cho mục tiêu.
Trong một khoảng thời gian sau khi thi triển kỹ năng này có thể kích hoạt hiệu quả né tránh thành công, khi kích hoạt hiệu quả né tránh thành công tiêu hao {3} điểm <color=Highlight>【Lưu Hưởng】</color>.
<size=10></size>
<size=40><color=Title>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color></size>
Khi <color=Highlight>【Lưu Hưởng】</color> dùng cạn, nếu ở <color=Highlight>Thương Kiếm Thức</color>, <color=Highlight>Kỹ Năng Cộng Hưởng·Vũ Thức Thương Phong</color> được thay bằng <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color>.
Nhấn nhanh Kỹ Năng Cộng Hưởng, thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color>, sẽ chuyển sang <color=Highlight>Vũ Kiếm Thức</color>, gây <color=Dark>sát thương Hủy Diệt</color>, hồi {4} điểm <color=Highlight>【Lưu Hưởng】</color> và {5} điểm <color=Highlight>【Thương Linh】</color>, sát thương lần này là <color=Highlight>sát thương Đánh Mạnh</color>.
Khi <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color> đánh trúng mục tiêu, tiêu hao {6} tầng <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> của mục tiêu.
Sau khi thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color>, trong một khoảng thời gian sẽ không đặt lại chuỗi liên đòn. Nếu thi triển <color=Highlight>Kỹ Năng Cộng Hưởng·Kiếm Thức Lưu Chuyển·Vũ</color> cắt ngang chuỗi liên đòn <color=Highlight>Đánh Thường·Thương Kiếm Thức</color>, thì sẽ triệu hồi <color=Highlight>Thanh Chi Ảo Thân</color> hoàn thành đòn tấn công hiện tại, gây <color=Dark>sát thương Hủy Diệt</color> cố định, sát thương lần này là <color=Highlight>sát thương đánh thường</color>, sát thương của đòn tấn công này không chịu ảnh hưởng của tăng sát thương, và không thể thêm <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> cho mục tiêu.
Trong một khoảng thời gian sau khi thi triển kỹ năng này có thể kích hoạt hiệu quả né tránh thành công, khi kích hoạt hiệu quả né tránh thành công tiêu hao {7} điểm <color=Highlight>【Lưu Hưởng】</color>.
<size=10></size>
<size=40><color=Title>Đánh Mạnh·Thương Kiếm Thức</color></size>
Khi <color=Highlight>【Thương Linh】</color> hồi đến giới hạn, nếu ở <color=Highlight>Thương Kiếm Thức</color>, nhấn giữ đánh thường tiêu hao toàn bộ <color=Highlight>【Thương Linh】</color>, tiêu hao thể lực thi triển <color=Highlight>Đánh Mạnh·Thương Kiếm Thức</color>, tạo ra lốc xoáy khổng lồ tấn công phía trước, gây <color=Dark>sát thương Hủy Diệt</color>, sát thương lần này là <color=Highlight>sát thương Đánh Mạnh</color>.
Khi thi triển <color=Highlight>Đánh Mạnh·Thương Kiếm Thức</color>, nhận <color=Highlight>Tuyệt Tức</color>, khi Ương Ương: Xuanling là nhân vật ra sân trong đội, sát thương bạo kích của <color=Highlight>Đánh Mạnh·Thương Kiếm Thức</color> lần này tăng {9}; khi <color=Highlight>Đánh Mạnh·Thương Kiếm Thức</color> kết thúc thì xóa <color=Highlight>Tuyệt Tức</color>, mỗi {10} giây chỉ nhận được 1 lần <color=Highlight>Tuyệt Tức</color>.
<color=Highlight>Đánh Mạnh·Thương Kiếm Thức</color> sẽ thêm {11} tầng <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> cho mục tiêu bị đánh trúng.
<size=10></size>
<size=40><color=Title>Đánh Mạnh·Vũ Kiếm Thức</color></size>
Khi <color=Highlight>【Thương Linh】</color> hồi đến giới hạn, nếu ở <color=Highlight>Vũ Kiếm Thức</color> và không ở chuỗi liên đòn <color=Highlight>Đánh Thường·Yên Tượng Phong Hoa</color>, và đang ở mặt đất, nhấn giữ đánh thường tiêu hao thể lực thi triển <color=Highlight>Đánh Mạnh·Vũ Kiếm Thức</color>, gây <color=Dark>sát thương Hủy Diệt</color>, sau khi đánh trúng mục tiêu sẽ tự động thi triển <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>.
Khi thi triển <color=Highlight>Đánh Mạnh·Vũ Kiếm Thức</color>, nhận <color=Highlight>Lưu Lam</color>, <color=Highlight>Lưu Lam</color> kéo dài {12} giây, khi Ương Ương: Xuanling là nhân vật ra sân trong đội, sát thương bạo kích của <color=Highlight>Đánh Mạnh·Vũ Kiếm Thức</color>, <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>, <color=Highlight>Đánh Thường·Yên Tượng Phong Hoa</color>, <color=Highlight>Né Tránh Phản Công·Yên Tượng Phong Hoa</color> lần này tăng {13}; khi <color=Highlight>Đánh Thường·Yên Tượng Phong Hoa</color> đoạn 3 hoặc <color=Highlight>Né Tránh Phản Công·Yên Tượng Phong Hoa</color> đoạn 3 kết thúc thì xóa <color=Highlight>Lưu Lam</color>, mỗi {14} giây chỉ nhận được 1 lần <color=Highlight>Lưu Lam</color>.
<color=Highlight>Đánh Mạnh·Vũ Kiếm Thức</color> sẽ thêm {15} tầng <color=Highlight>【<te href=850012>Hiệu Ứng Hư Yên</te>】</color> cho mục tiêu bị đánh trúng.
<size=10></size>
<size=40><color=Title>Tấn Công Trên Không·Thích Vũ Phong Lạc</color></size> 
Khi <color=Highlight>【Thương Linh】</color> hồi đến giới hạn, nếu ở <color=Highlight>Vũ Kiếm Thức</color> và đang ở trên không, <color=Highlight>Tấn Công Trên Không·Vũ Kiếm Thức</color> được thay bằng <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>, khi đổi sang nhân vật khác, sẽ tự động thi triển <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>.
Nhấn nhanh đánh thường hoặc nhấn giữ đánh thường tiêu hao toàn bộ <color=Highlight>【Thương Linh】</color>, tiêu hao thể lực và thi triển <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>, gây <color=Dark>sát thương Hủy Diệt</color>. Khi thi triển <color=Highlight>Tấn Công Trên Không·Thích Vũ Phong Lạc</color>, tiến vào <color=Highlight>Linh Phong Tự Thanh</color>, kéo dài {16} giây.
<size=10></size>
<size=40><color=Title>Linh Phong Tự Thanh</color></size>
